# time totalContactTime
1124.8000 35341.3000
1125.9000 35366.4000
1127.0000 35390.7000
1128.1000 35414.5000
1129.2000 35438.6000
1130.3000 35465.0000
1131.4000 35490.3000
1132.5000 35515.4000
1133.6000 35539.6000
1134.7000 35563.4000
1135.8000 35586.9000
1136.9000 35610.9000
1138.0000 35637.3000
1139.1000 35663.8000
1140.2000 35689.1000
1141.3000 35714.4000
1142.4000 35739.3000
1143.5000 35763.6000
1144.6000 35788.1000
1145.7000 35812.2000
1146.8000 35835.0000
1147.9000 35857.1000
1149.0000 35879.1000
1150.1000 35902.1000
1151.2000 35926.0000
1152.3000 35949.5000
1153.4000 35972.1000
1154.5000 35996.6000
1155.6000 36021.3000
1156.7000 36045.5000
1157.8000 36068.3000
1158.9000 36089.5000
1160.0000 36113.6000
1161.1000 36138.9000
1162.2000 36163.8000
1163.3000 36188.7000
1164.4000 36214.0000
1165.5000 36239.9000
1166.6000 36265.6000
1167.7000 36291.0000
1168.8000 36317.8000
1169.9000 36345.4000
1171.0000 36374.8000
1172.1000 36404.2000
1173.2000 36434.3000
1174.3000 36461.7000
1175.4000 36486.6000
1176.5000 36510.0000
1177.6000 36533.7000
1178.7000 36558.1000
1179.8000 36584.3000
1180.9000 36611.8000
1182.0000 36639.5000
1183.1000 36667.7000
1184.2000 36693.6000
1185.3000 36716.1000
1186.4000 36738.3000
1187.5000 36761.1000
1188.6000 36786.6000
1189.7000 36811.1000
1190.8000 36836.4000
1191.9000 36861.8000
1193.0000 36887.1000
1194.1000 36911.5000
1195.2000 36934.7000
1196.3000 36957.6000
1197.4000 36977.9000
1198.5000 36997.7000
1199.6000 37019.5000
1200.7000 37042.1000
1201.8000 37062.6000
1202.9000 37082.9000
1204.0000 37104.6000
1205.1000 37126.0000
1206.2000 37146.5000
1207.3000 37166.1000
1208.4000 37184.5000
1209.5000 37201.1000
1210.6000 37217.6000
1211.7000 37234.1000
1212.8000 37251.0000
1213.9000 37268.7000
1215.0000 37289.8000
1216.1000 37311.8000
1217.2000 37335.7000
1218.3000 37359.2000
1219.4000 37383.3000
